"TILE_ID","FILTER_ID","REF_TILE_ID","name","RA","DEC","hpix5","ZPT","ERRZPT","CALIB_PROCEDURE","NOISE","NOISE_RMS","ADULEVEL","ADULEVEL_RMS","NCOMBINED","TEXPOSED","EFECTIME","EXPTIME","FWHMG","FWHMG_RMS","FWHM_MIN","FWHM_MAX","FWHM_MEAN","MOFFATBETA_MEAN","ELLIPTICITY_MEAN","PIXSCALE","DATASUM","CHECKSUM","SINGLE_CATALOGUE_DATASUM","DUAL_CATALOGUE_DATASUM","DEPTH2FWHM5S","DEPTH3ARC5S","DEPTHARCSEC2","M50S","KS","M50G","KG","APER_COR_6_0","APER_COR_ERR_6_0","APER_COR_6_0_DUAL","APER_COR_3_0","OBSERVATION_DATES","A_CALIB","B_CALIB","C_CALIB"
85282,6,85283,"1000001-JPLUS-00556-v202202_J0378_swp",144.7648,27.6581,1150,20.6417,0.012,9,0.0327,0.0014,0.001,0.0,3,183.81,183.47,1.0,1.595,0.031,1.49165,1.66317,1.50941,2.63465,0.0188389,0.5556,2924139996,"41e3036e8fb4ba29760a2ea9eed4e76c",3231508894,1578561904,20.933657,20.940445,22.002111,20.916042,5.8708153,20.564518,4.6984954,-0.101746,0.00352903,,"[-3.133528972e-01, 8.456727715e-06,-6.545841192e-10, 7.323508573e-06,-2.434175285e-09, 1.412444021e-13,-4.487415483e-10, 1.259255711e-13,-6.115572570e-18]","2019-03-08T23:09:07 2019-03-08T23:10:38 2019-03-08T23:12:05",-3.77e-07,1.8e-06,-0.004735
88565,7,88562,"1000001-JPLUS-01203-v202202_J0395_swp",155.2496,36.0123,1337,20.354,0.0112,9,0.0293,0.0016,0.001,0.0,3,201.81,201.42,1.0,1.154,0.025,1.09842,1.25775,1.14931,2.84209,0.00507235,0.5556,3737637786,"f0e8264ea7fdcff70fe96e5cec02d38f",4287255432,798343606,21.04478,20.755646,21.817312,20.917439,5.7585545,20.541824,5.024843,-0.0907586,0.0036641,,"[-2.064055562e-01, 5.863954290e-06,-3.720697310e-10, 4.358374327e-06,-7.002463093e-10, 4.515012230e-14,-3.018989329e-10, 3.925848534e-14,-1.716246741e-18]","2022-02-03T01:40:11 2022-02-03T01:41:46 2022-02-03T01:43:21",8.06e-07,1.788e-06,-0.011286
87471,2,87481,"1000001-JPLUS-01007-v202202_gSDSS_swp",186.6046,33.2276,7133,23.6988,0.006,9,0.2246,0.0126,0.018,0.01,3,74.01,73.83,1.0,1.432,0.032,1.33901,1.58278,1.44553,2.96538,0.0133085,0.5556,3242920300,"a3c83b0b0210da38fe078491fcca6687",2902389546,375644350,21.94045,21.900291,22.961956,21.952362,5.0950603,21.602863,4.8730993,-0.107761,0.00165915,,"[-2.667752811e-01, 9.332113857e-06,-4.820651117e-10, 7.674999174e-06,-1.960898872e-09, 1.181537774e-13,-5.656229294e-10, 1.178207146e-13,-6.025713354e-18]","2019-03-27T01:41:49 2019-03-27T01:42:41 2019-03-27T01:43:32",3.62e-07,3.72e-07,-0.003376
86377,4,86371,"1000001-JPLUS-00847-v202202_zSDSS_swp",105.8119,31.8352,1582,22.8566,0.0066,9,0.3363,0.0215,0.008,0.03,3,81.69,81.65,1.0,1.03,0.071,0.913356,1.1071,0.960555,3.23536,0.0201795,0.5556,3742311786,"df76d4d28a0154f4b991f5089beb1d6b",3591117530,867218574,21.07192,20.587997,21.649664,20.728283,6.2803345,20.272377,4.3774176,-0.127351,0.0052483,,"[-1.947385163e-01,-8.063728277e-07,-7.714860374e-11, 3.669025147e-06,-1.393183814e-09, 5.861222663e-14,-2.006001205e-10, 9.780443455e-14,-3.582586252e-18]","2020-11-23T02:40:18 2020-11-23T02:41:12 2020-11-23T02:42:06",1.492e-06,1.31e-07,-0.007569
90788,8,90791,"1000001-JPLUS-01576-v202202_J0410_swp",268.0,40.1895,2388,21.4406,0.0075,9,0.0537,0.0028,0.003,0.0,3,120.9,120.84,1.0,1.411,0.04,1.31585,1.49071,1.32476,2.95659,0.0208862,0.5556,2755465228,"c98774bc699975a7c0190e3412db8d9a",2317451390,1892686833,21.320765,21.185879,22.247545,21.191921,6.631992,20.875063,4.7579536,-0.0891471,0.00248538,,"[-2.185151109e-01,-7.089798160e-06, 1.942647318e-10,-1.075955080e-06, 3.583770907e-09,-1.992007838e-13,-7.185948272e-11,-1.097760811e-13, 7.116675439e-18]","2018-06-19T01:04:24 2018-06-19T01:05:33 2018-06-19T01:06:40",-3.27e-07,9.46e-07,-0.002
91894,7,91892,"1000001-JPLUS-01773-v202202_J0395_swp",273.1293,42.9742,3753,20.262,0.0112,9,0.0286,0.0016,0.001,0.0,3,213.39,212.92,1.0,1.092,0.026,1.06299,1.19961,1.11583,4.25147,0.0192205,0.5556,2492739693,"1610420368dd6b0b2b4a6494c4dc85f6",1117730622,3786425286,20.995132,20.6739,21.735565,20.938723,7.315512,20.499207,4.482783,-0.0734899,0.00159108,,"[-1.551229414e-01, 4.744899698e-06,-3.155249861e-10, 3.991063933e-07, 3.646384355e-10, 4.548832662e-15,-3.543919755e-11,-4.462801967e-14, 1.467449378e-18]","2018-09-02T21:51:20 2018-09-02T21:52:59 2018-09-02T21:54:38",-2.321e-06,1.615e-06,0.006844
89694,4,89679,"1000001-JPLUS-01407-v202202_zSDSS_swp",146.507,38.7971,1421,22.8062,0.0066,9,0.303,0.0143,0.013,0.02,3,82.5,82.41,1.0,0.974,0.065,0.922574,1.01926,0.948365,4.3048,0.0137915,0.5556,4264520197,"b1c1b9b4abcc55975acc68af174ba9e9",3195563432,3396130062,21.141998,20.644209,21.705873,20.924599,5.5239472,20.447577,4.035143,-0.103918,0.00274718,,"[-1.494998703e-01,-4.422194398e-06, 1.056611075e-10,-1.881384049e-06, 1.188762146e-09,-5.902687166e-14, 5.458199043e-11,-3.004327546e-14, 2.097612820e-18]","2022-01-30T02:26:38 2022-01-30T02:27:33 2022-01-30T02:28:28",-3.37e-07,9.03e-07,-0.002446
92999,4,92993,"1000001-JPLUS-02048-v202202_zSDSS_swp",273.4626,47.1514,3768,22.6304,0.0066,9,0.2914,0.0163,0.015,0.02,3,79.29,79.21,1.0,1.066,0.03,1.02269,1.10204,1.05156,4.1086,0.0307164,0.5556,2937523062,"11746b7deda315b306f4d064f0444b47",2146813422,3139494618,20.904234,20.51859,21.580257,20.698803,5.8350677,20.27018,4.5085263,-0.103825,0.00213793,,"[-1.629031655e-01, 5.500225498e-06,-2.968404029e-10, 5.425978991e-06,-2.089994501e-09, 8.416452764e-14,-2.778558364e-10, 1.053752789e-13,-4.093943213e-18]","2019-08-05T01:35:55 2019-08-05T01:36:48 2019-08-05T01:37:42",-4.8e-08,9.64e-07,-0.004591
95211,6,95210,"1000001-JPLUS-02516-v202202_J0378_swp",229.2074,55.5056,2843,20.4271,0.012,9,0.0337,0.0019,0.001,0.0,3,187.8,187.54,1.0,1.049,0.03,1.03331,1.14272,1.03738,5.49913,0.0113316,0.5556,1747167949,"8cf53155726b8d7e9f308d7df58573a2",3678654186,4078685335,21.096125,20.69574,21.757406,20.918743,6.215908,20.544443,4.3790116,-0.0635058,0.00211965,,"[-1.460661073e-01, 6.002873935e-06,-4.763322802e-10, 3.455105426e-06,-1.139353227e-09, 9.462627767e-14,-1.170734874e-10, 3.278569768e-14,-2.968382150e-18]","2017-06-27T00:59:44 2017-06-27T01:01:15 2017-06-27T01:02:46",1.607e-06,3.043e-06,-0.024364
96305,11,96301,"1000001-JPLUS-02747-v202202_J0660_swp",284.3908,59.6828,3828,21.1124,0.0062,9,0.0407,0.0023,0.003,0.0,3,203.79,202.88,1.0,1.094,0.029,1.04432,1.0877,1.04438,3.49389,0.0160866,0.5556,4166686216,"fca4f10dc092460d57e198d387f59aab",671492332,4002099322,21.54091,21.14783,22.209494,21.32917,7.320598,20.93343,4.4580975,-0.0880666,0.00193557,,"[-1.689091256e-01, 2.734498357e-06,-1.251310094e-10, 7.194339939e-06,-1.053951868e-09, 1.910037560e-14,-3.516441513e-10, 7.387423619e-14,-1.741117969e-18]","2018-07-17T02:30:17 2018-07-17T02:31:53 2018-07-17T02:33:28",1.426e-06,8.22e-07,-0.010713
98505,2,98502,"1000001-JPLUS-03473-v202202_gSDSS_swp",41.0027,0.4809,4438,23.5511,0.006,9,0.2562,0.0117,0.021,0.02,3,37.5,37.49,1.0,1.748,0.055,1.56671,1.74591,1.61096,2.75917,0.0292166,0.5556,310568364,"3f4b3068b323c63cbf5a39c63d3291cd",3768296519,1694755578,21.520884,21.598368,22.660032,21.510437,6.037895,21.170506,4.766784,-0.120489,0.0027896,,"[-3.471410001e-01, 6.246251591e-06,-5.490307116e-10, 1.508501726e-05,-3.825387875e-09, 1.684586318e-13,-8.052208760e-10, 2.290163322e-13,-9.516148459e-18]","2021-10-13T03:10:58 2021-10-13T03:11:37 2021-10-13T03:12:16",9.91e-07,2.81e-07,-0.005254
99599,8,99598,"1000001-JPLUS-03588-v202202_J0410_swp",28.618,6.0505,4560,21.2441,0.0075,9,0.058,0.0029,0.003,0.0,3,119.31,119.09,1.0,0.964,0.034,0.981701,1.08454,1.00531,9.99111,0.0302361,0.5556,2585205231,"d1351c6d300bbe9b2f675738033ec084",4034338681,4032040250,21.342724,20.908245,21.96991,21.24432,6.09841,20.826548,4.4027324,-0.065594,0.00133569,,"[-1.146500885e-01,-1.561830477e-06,-4.558274144e-11,-3.509466284e-06, 1.978476750e-09,-7.148482237e-14, 1.457280379e-10,-1.098809461e-13, 4.802077581e-18]","2017-11-22T00:16:12 2017-11-22T00:17:19 2017-11-22T00:18:27",5.7e-07,8.93e-07,-0.006325
101787,7,101783,"1000001-JPLUS-04238-v202202_J0395_swp",22.5565,28.3285,527,20.3087,0.0112,9,0.0295,0.0019,0.001,0.0,3,201.9,201.33,1.0,1.399,0.023,1.30227,1.4448,1.33162,2.33548,0.00580319,0.5556,242729279,"b7d004e104355bde4fcab6caae93c5aa",1305385412,1393647601,20.864538,20.73526,21.796925,20.728989,6.213951,20.389112,4.6236687,-0.114878,0.00407554,,"[-2.744538007e-01, 4.489091426e-07,-1.981202596e-10,-9.144737863e-07, 1.288213515e-09,-3.645035561e-14, 3.232651404e-12,-6.525880490e-14, 2.734850455e-18]","2021-12-30T21:02:19 2021-12-30T21:03:53 2021-12-30T21:05:28",-2.89e-07,2.592e-06,-0.008731
102881,3,102887,"1000001-JPLUS-04395-v202202_iSDSS_swp",355.7469,33.898,5101,23.2125,0.0057,9,0.252,0.0125,0.01,0.02,3,105.9,105.68,1.0,1.326,0.028,1.23469,1.28278,1.24828,2.73443,0.0201597,0.5556,1429511538,"f06fd3703dcc051552d7a224c95afe05",3361143166,2252548381,21.461761,21.262314,22.323978,21.299278,7.263785,20.91669,4.351679,-0.115908,0.00250877,,"[-2.357407831e-01, 5.370712586e-06,-2.977381958e-10, 6.433104575e-06,-2.428442297e-09, 1.103018629e-13,-3.176901126e-10, 1.279598752e-13,-5.679017805e-18]","2021-08-16T23:16:59 2021-08-16T23:18:02 2021-08-16T23:19:05",4.5e-07,8.66e-07,-0.006005
100693,3,100691,"1000001-JPLUS-03871-v202202_iSDSS_swp",330.7248,17.1895,3154,23.3227,0.0057,9,0.2198,0.0116,0.013,0.02,3,100.5,100.49,1.0,1.18,0.028,1.10382,1.19335,1.11177,3.0045,0.00713448,0.5556,1347228284,"abcd09c99ca5a49c16a1e20e6851976c",106891148,2103157550,21.839937,21.514746,22.576412,21.608902,6.6884704,21.240484,4.3409834,-0.10393,0.0026136,,"[-1.834623043e-01, 3.105436054e-06,-2.415906761e-10, 3.107665510e-06,-6.304658571e-10, 3.163845572e-14,-2.009563782e-10, 3.393020375e-14,-1.129114956e-18]","2019-07-29T01:39:45 2019-07-29T01:40:46 2019-07-29T01:41:46",2.34e-07,1.367e-06,-0.007432
101788,4,101783,"1000001-JPLUS-04238-v202202_zSDSS_swp",22.5565,28.3285,527,22.7864,0.0066,9,0.3678,0.0143,0.012,0.03,3,82.8,82.74,1.0,1.117,0.031,1.05195,1.17164,1.09974,2.66665,0.0228406,0.5556,1783785824,"b926af1bcf9a2b34ccbdc0b368a374f4",3004123616,2479818010,20.75879,20.421785,21.483452,20.542671,6.0189404,20.18351,4.671246,-0.125338,0.0024236,,"[-1.960250125e-01,-1.076240941e-06, 8.863095365e-12, 9.011499333e-07, 2.523604612e-10,-1.490978263e-14,-1.202576039e-10, 1.330548732e-14,-1.743620208e-19]","2021-12-30T21:07:03 2021-12-30T21:07:57 2021-12-30T21:08:52",4.17e-07,1.181e-06,-0.006754
99600,10,99598,"1000001-JPLUS-03588-v202202_J0515_swp",28.618,6.0505,4560,21.5352,0.0066,9,0.0693,0.0041,0.005,0.0,3,107.19,107.06,1.0,0.939,0.049,0.945442,1.05521,0.960255,9.99822,0.0129913,0.5556,182589847,"2629ab8e454069ebc6f91194962c4139",583261338,1265953115,21.478243,20.993982,22.055647,21.30459,6.998558,20.946016,4.387062,-0.0708328,0.00134402,,"[-1.048692516e-01,-1.861868904e-06,-1.445961147e-11,-7.712684209e-07, 1.616874849e-09,-6.628061177e-14,-2.139251428e-12,-6.261119169e-14, 2.955239572e-18]","2017-11-22T00:13:03 2017-11-22T00:14:06 2017-11-22T00:15:09",2.62e-07,1.59e-07,-0.002085
99601,2,99598,"1000001-JPLUS-03588-v202202_gSDSS_swp",28.618,6.0505,4560,23.5458,0.006,9,0.2497,0.0116,0.025,0.02,3,37.41,37.41,1.0,1.092,0.029,1.06736,1.19423,1.1138,5.56277,0.0965182,0.5556,1071635545,"4e1d155144740c92a46b8a340b2ef435",1166493242,607647590,21.944479,21.62127,22.682934,21.896456,5.9098573,21.472504,4.329166,-0.0751989,0.00126629,,"[-1.324325147e-01, 1.487475616e-06,-1.668916791e-10, 1.251912188e-06, 5.462284510e-10, 4.122552928e-16,-1.723136310e-10,-1.090224051e-14,-9.990782242e-20]","2017-11-22T00:31:26 2017-11-22T00:32:06 2017-11-22T00:32:45",1.864e-06,-6.7e-08,-0.008758
101789,5,101797,"1000001-JPLUS-04240-v202202_uJAVA_swp",25.6942,28.3285,536,21.1683,0.0131,9,0.0534,0.003,0.002,0.0,3,120.0,119.96,1.0,1.108,0.032,1.03647,1.21841,1.06772,2.65425,0.00940851,0.5556,2562542124,"c6bd4a28474772ccfc7635e82a4c2dfa",4259254465,1897597244,21.298046,20.928963,21.990627,21.094036,6.06008,20.724827,4.510626,-0.0883099,0.00329373,,"[-1.915998004e-01,-7.696436027e-07,-1.412143009e-10,-6.614012232e-07, 1.480942912e-09,-3.917825762e-14,-4.257634267e-11,-5.903576759e-14, 1.930567667e-18]","2019-12-30T19:12:04 2019-12-30T19:13:11 2019-12-30T19:14:17",-1.013e-06,1.37e-06,-0.003305
99602,6,99598,"1000001-JPLUS-03588-v202202_J0378_swp",28.618,6.0505,4560,20.3907,0.012,9,0.035,0.0017,0.002,0.0,3,184.29,183.9,1.0,0.999,0.035,1.00895,1.10068,1.01508,6.50332,0.0291451,0.5556,427240680,"3ede1c6b4a2478b923f089314abfece7",712165860,2304028059,21.057623,20.633644,21.69531,20.948624,5.2587924,20.58733,4.163264,-0.0646633,0.00173592,,"[-1.256672633e-01,-2.051219122e-06,-6.627146287e-12,-1.295478405e-06, 1.588397057e-09,-6.116626494e-14, 4.232154722e-11,-8.358974641e-14, 3.837516345e-18]","2017-11-22T00:22:10 2017-11-22T00:23:38 2017-11-22T00:25:07",-1.174e-06,1.865e-06,0.002257
99603,7,99598,"1000001-JPLUS-03588-v202202_J0395_swp",28.618,6.0505,4560,20.2648,0.0112,9,0.0306,0.0015,0.002,0.0,3,202.8,202.59,1.0,1.076,0.022,1.0625,1.16572,1.10418,3.96532,0.0377216,0.5556,3054758757,"5845195b183a023ff2c610b20bbc7ec2",2628733503,1441419040,20.96914,20.63651,21.698177,20.827785,6.4584417,20.497625,4.52462,-0.0701404,0.00257816,,"[-1.584804549e-01, 3.204135911e-06,-2.457528533e-10, 2.889729459e-06, 2.229334291e-10,-6.055421313e-15,-2.298210513e-10,-1.265784644e-14, 1.303076018e-18]","2017-11-22T00:33:31 2017-11-22T00:35:05 2017-11-22T00:36:40",6.09e-07,1.513e-06,-0.005651
101790,5,101783,"1000001-JPLUS-04238-v202202_uJAVA_swp",22.5565,28.3285,527,21.0774,0.0131,9,0.0566,0.0029,0.002,0.0,3,110.91,110.79,1.0,1.358,0.022,1.2692,1.42469,1.33725,2.51596,0.0243684,0.5556,4091607791,"e0704a425937147dbf3132ee2e73594e",1217834861,2776485199,20.892471,20.767775,21.82944,20.831417,5.6798987,20.447798,4.547596,-0.0991911,0.00310221,,"[-2.655455416e-01, 3.665515317e-06,-2.995978700e-10, 4.102093177e-06,-4.119214480e-10, 5.680233312e-14,-2.492025903e-10, 1.278593934e-14,-2.062715303e-18]","2021-12-30T20:32:15 2021-12-30T20:33:19 2021-12-30T20:34:23",-3.244e-06,3.859e-06,-0.007474
99604,11,99598,"1000001-JPLUS-03588-v202202_J0660_swp",28.618,6.0505,4560,21.1011,0.0062,9,0.048,0.0024,0.004,0.0,3,198.6,198.37,1.0,0.945,0.034,0.95766,1.07581,0.999619,9.98904,0.0268484,0.5556,4054825270,"55fe1b865717199e86c50db49f7f162b",2436007946,4075112378,21.391354,20.950712,22.012377,21.270199,6.6153216,20.840406,4.02198,-0.0779384,0.00122064,,"[-1.136484221e-01, 4.394991970e-07,-8.478613294e-11, 2.260834554e-06, 2.382826134e-10,-7.202887811e-15,-1.823964058e-10, 1.006803237e-14,-1.773256093e-19]","2017-11-22T00:26:43 2017-11-22T00:28:16 2017-11-22T00:29:50",3.332e-06,1.695e-06,-0.023467
102882,5,102887,"1000001-JPLUS-04395-v202202_uJAVA_swp",355.7469,33.898,5101,20.6596,0.0131,9,0.0534,0.0036,0.003,0.0,3,128.31,126.91,1.0,1.604,0.043,1.47119,1.6976,1.56088,2.77816,0.0259653,0.5556,3976432274,"dafd32c21c2c32da347776fddb2e9f6f",296445692,2017037279,20.381765,20.424961,21.486628,20.422142,6.4304547,20.062017,5.4155383,-0.0973021,0.004015,,"[-3.393996145e-01, 1.662400303e-05,-8.470704714e-10, 1.155187992e-05,-4.442221257e-09, 2.574183753e-13,-6.587513895e-10, 2.126315377e-13,-1.159393973e-17]","2021-08-16T23:20:17 2021-08-16T23:21:27 2021-08-16T23:22:36",5.07e-07,2.851e-06,-0.017096
101791,3,101797,"1000001-JPLUS-04240-v202202_iSDSS_swp",25.6942,28.3285,536,23.3588,0.0057,9,0.1946,0.0083,0.008,0.02,3,111.9,111.84,1.0,0.972,0.05,0.902878,0.939247,0.90675,3.58287,0.00821237,0.5556,2318695479,"819a554b1578662518c6217cf38c7f6a",4133786552,1008458499,22.229467,21.682959,22.744623,21.853506,6.586823,21.437054,4.524122,-0.098148,0.00318081,,"[-1.569751626e-01,-4.752301655e-06, 1.257681854e-10,-1.986806793e-06, 1.722391373e-09,-8.726200211e-14, 7.577249183e-11,-5.782937237e-14, 3.316546550e-18]","2019-12-30T19:08:40 2019-12-30T19:09:45 2019-12-30T19:10:49",4.86e-07,1.143e-06,-0.007516
88566,2,88562,"1000001-JPLUS-01203-v202202_gSDSS_swp",155.2496,36.0123,1337,23.6024,0.006,9,0.244,0.0104,0.022,0.01,3,36.6,36.56,1.0,1.075,0.022,1.02966,1.17471,1.07477,3.21444,0.0112508,0.5556,3334781726,"0960991d3dfe9f253163095a03958884",3170264104,3803230837,22.06728,21.705341,22.767006,21.915604,7.091212,21.571064,4.425505,-0.0891625,0.00254709,,"[-1.782498757e-01, 3.135037445e-06,-2.062583108e-10, 5.248521371e-06, 8.794358490e-11,-4.871858514e-15,-3.186819021e-10,-3.659544680e-15, 6.913531562e-19]","2022-02-03T01:38:12 2022-02-03T01:38:52 2022-02-03T01:39:31",3.64e-07,-1.96e-07,-0.000981
88567,4,88562,"1000001-JPLUS-01203-v202202_zSDSS_swp",155.2496,36.0123,1337,22.818,0.0066,9,0.2347,0.0122,0.018,0.02,3,83.1,82.72,1.0,1.059,0.053,0.960071,1.33319,1.06499,3.64618,0.0282973,0.5556,2170237462,"b44c0f9e75620939d2c82c9904e6c5e8",2860823074,2533660378,21.304398,20.932533,21.994198,21.085602,6.6617584,20.755693,4.889621,-0.113235,0.00241918,,"[-1.742945501e-01, 3.598928549e-06,-1.634918302e-10, 4.703317562e-06,-3.218926501e-10, 6.643535662e-15,-3.320750735e-10, 3.921286954e-14,-9.816251633e-19]","2022-02-03T01:44:57 2022-02-03T01:45:52 2022-02-03T01:46:47",-4.4e-07,5.07e-07,-0.00037
88568,3,88573,"1000001-JPLUS-01217-v202202_iSDSS_swp",179.0968,36.0123,7161,23.3653,0.0057,9,0.2468,0.0092,0.008,0.02,3,99.3,99.22,1.0,0.975,0.044,0.953026,0.999697,0.963805,9.72637,0.0119128,0.5556,2607840517,"c9849a9da3b0642506bfa051d95115d0",2919057517,947220374,21.909208,21.428951,22.490618,21.699806,6.904409,21.337446,4.486676,-0.0800729,0.00228305,,"[-1.107128010e-01,-2.208760613e-06, 6.938705210e-11,-9.775342052e-07, 1.615769972e-09,-7.710489262e-14, 4.664442948e-11,-7.310837111e-14, 3.771123117e-18]","2020-01-05T05:08:00 2020-01-05T05:09:01 2020-01-05T05:10:05",5.83e-07,1.243e-06,-0.008326
88569,5,88573,"1000001-JPLUS-01217-v202202_uJAVA_swp",179.0968,36.0123,7161,21.1654,0.0131,9,0.0554,0.0039,0.003,0.0,3,111.3,111.26,1.0,1.056,0.028,1.03997,1.1571,1.05327,3.89682,0.0212665,0.5556,1725719221,"11cfe124b62898b977b4aeed6db20b10",3796787942,2590675584,21.30592,20.92204,21.983706,21.158163,6.3734617,20.743841,4.556115,-0.0681635,0.00249002,,"[-1.577761356e-01, 3.222373969e-06,-2.438188738e-10, 1.150129359e-06, 4.986794053e-10,-2.561861712e-14, 2.156014584e-13,-6.053989562e-14, 3.443436874e-18]","2020-01-05T05:11:15 2020-01-05T05:12:20 2020-01-05T05:13:24",-2.381e-06,1.669e-06,0.004353
88570,9,88573,"1000001-JPLUS-01217-v202202_J0430_swp",179.0968,36.0123,7161,21.3533,0.0074,9,0.0558,0.0025,0.003,0.0,3,117.39,117.3,1.0,1.022,0.041,0.996307,1.10027,1.0177,5.9385,0.0206524,0.5556,2224784103,"3aeec76c0a15b2974da00095b2664035",106156773,3731622870,21.485409,21.06423,22.125895,21.368708,6.0162687,20.88834,4.820888,-0.0720525,0.00153432,,"[-1.229064395e-01,-2.638725932e-06,-2.073837277e-11,-1.607829814e-06, 2.033348214e-09,-7.064148157e-14, 3.304926707e-11,-9.674707501e-14, 4.022903952e-18]","2020-01-05T05:14:39 2020-01-05T05:15:45 2020-01-05T05:16:52",-2.92e-07,1.994e-06,-0.005614
88571,12,88573,"1000001-JPLUS-01217-v202202_J0861_swp",179.0968,36.0123,7161,21.649,0.0067,9,0.1341,0.0064,0.007,0.01,3,114.6,114.46,1.0,0.932,0.042,0.906484,0.959621,0.921385,9.98736,0.00488734,0.5556,1582511751,"130cb30e7fef19a3f74c08915b4f5bf7",3756581603,42616092,20.902369,20.373243,21.434908,20.716763,6.9655547,20.291552,4.8224597,-0.0791247,0.00138538,,"[-1.079133588e-01,-3.148039108e-06, 1.045713871e-10, 3.476096691e-07, 7.506565183e-10,-2.747500864e-14,-7.461998864e-11,-9.477937570e-15, 3.291961958e-19]","2020-01-05T05:17:58 2020-01-05T05:19:02 2020-01-05T05:20:08",9.82e-07,1.086e-06,-0.008919
85283,1,85283,"1000001-JPLUS-00556-v202202_rSDSS_swp",144.7648,27.6581,1150,23.7443,0.0056,9,0.2321,0.0107,0.019,0.02,3,58.11,58.05,1.0,1.313,0.024,1.229,1.30698,1.24657,2.83367,0.00659877,0.5556,2494500446,"591fb586bc31133fcdb52e764965fefc",3141495069,2843177558,22.083563,21.882627,22.944292,21.944439,5.7340426,21.674086,4.152152,-0.105404,0.00166638,-0.105404 -0.101318 -0.106332 -0.12339 -0.09921 -0.101746 -0.10928 -0.111026 -0.101195 -0.118889 -0.100859 -0.12086,"[-2.231871768e-01, 4.763111253e-06,-3.284071459e-10, 5.361906168e-06,-1.843755184e-09, 1.107769142e-13,-3.625073467e-10, 1.297359012e-13,-6.925179583e-18]","2019-03-08T23:06:38 2019-03-08T23:07:24 2019-03-08T23:08:10",-1.669e-06,2.6e-06,-0.004372
95212,11,95210,"1000001-JPLUS-02516-v202202_J0660_swp",229.2074,55.5056,2843,21.086,0.0062,9,0.0421,0.0027,0.003,0.0,3,215.01,214.88,1.0,0.986,0.027,1.0015,1.03914,1.01523,8.51076,0.0234991,0.5556,910634137,"acd325cc6106b4080bbf736274942d81",738131205,618918679,21.502928,21.07911,22.140776,21.397108,6.49331,21.007301,4.3050923,-0.0735988,0.00238921,,"[-1.149038001e-01, 7.917520817e-07,-7.835850121e-11,-2.951232920e-07, 1.559771708e-09,-8.575882191e-14, 3.392690301e-11,-9.630399331e-14, 5.342743248e-18]","2017-06-27T01:04:32 2017-06-27T01:06:11 2017-06-27T01:07:51",2.2e-08,1.524e-06,-0.007293
