"TILE_ID","FILTER_ID","REF_TILE_ID","name","RA","DEC","hpix5","ZPT","ERRZPT","CALIB_PROCEDURE","NOISE","NOISE_RMS","ADULEVEL","ADULEVEL_RMS","NCOMBINED","TEXPOSED","EFECTIME","EXPTIME","FWHMG","FWHMG_RMS","FWHM_MIN","FWHM_MAX","FWHM_MEAN","MOFFATBETA_MEAN","ELLIPTICITY_MEAN","PIXSCALE","DATASUM","CHECKSUM","SINGLE_CATALOGUE_DATASUM","DUAL_CATALOGUE_DATASUM","DEPTH2FWHM5S","DEPTH3ARC5S","DEPTHARCSEC2","M50S","KS","M50G","KG","APER_COR_6_0","APER_COR_ERR_6_0","APER_COR_6_0_DUAL","APER_COR_3_0","OBSERVATION_DATES","A_CALIB","B_CALIB","C_CALIB"
96306,5,96312,"1000001-JPLUS-02748-v202202_uJAVA_swp",106.406,61.0751,1781,21.1097,0.0131,9,0.0607,0.0034,0.004,0.0,3,111.21,110.84,1.0,1.072,0.031,1.04284,1.14534,1.06338,3.93703,0.0146971,0.5556,4219880680,"639ee61c6db257981054489288ee45d8",1759453745,1038026709,21.08935,20.715843,21.77751,20.97318,7.0465603,20.577581,4.796399,-0.0682327,0.00230983,,"[-1.570393775e-01, 3.442164457e-06,-3.308463707e-10, 3.693503572e-07, 2.715894056e-10, 1.705876044e-14, 4.500264097e-12,-3.931761203e-14, 9.736071916e-19]","2019-10-09T03:53:40 2019-10-09T03:54:45 2019-10-09T03:55:48",1.277e-06,2.601e-06,-0.018449
96307,12,96312,"1000001-JPLUS-02748-v202202_J0861_swp",106.406,61.0751,1781,21.6405,0.0067,9,0.1402,0.0069,0.008,0.01,3,114.51,114.46,1.0,0.896,0.061,0.878859,0.906861,0.885676,9.9994,0.00960203,0.5556,819516305,"22534c7299eb22a8ebb6ffd88a229896",265733572,855395569,20.886986,20.314945,21.37661,20.654469,5.9029446,20.249168,4.620294,-0.078362,0.00176124,,"[-1.070420994e-01,-2.398676148e-06, 7.139579920e-11,-1.400792794e-06, 1.283289631e-09,-5.761906461e-14, 5.022948731e-11,-5.226783574e-14, 2.599017109e-18]","2019-10-09T04:00:22 2019-10-09T04:01:27 2019-10-09T04:02:33",1.227e-06,2.265e-06,-0.015993
96308,9,96312,"1000001-JPLUS-02748-v202202_J0430_swp",106.406,61.0751,1781,21.3273,0.0074,9,0.058,0.0026,0.003,0.0,3,117.21,117.03,1.0,1.015,0.03,1.00295,1.06141,1.01786,5.75623,0.0155832,0.5556,3587004714,"534b2e5748c1a9e383002457d0fb0da7",1106293296,1412123415,21.407253,20.986244,22.04791,21.300112,7.0134044,20.859959,4.8503103,-0.0711234,0.00134598,,"[-1.342990876e-01, 1.701800232e-06,-2.242482417e-10, 2.008772731e-06,-3.911405765e-10, 4.984652031e-14,-1.402063596e-10, 3.116302671e-14,-2.628591489e-18]","2019-10-09T03:57:02 2019-10-09T03:58:09 2019-10-09T03:59:15",-6.9e-08,1.965e-06,-0.008027
96309,3,96312,"1000001-JPLUS-02748-v202202_iSDSS_swp",106.406,61.0751,1781,23.3235,0.0057,9,0.2185,0.01,0.008,0.02,3,99.09,99.01,1.0,0.965,0.067,0.914529,0.944009,0.919762,9.99249,0.00596028,0.5556,3597499543,"55eb7ece4cfd762b76b5c08d7a18c60e",1080254865,1138650360,22.052225,21.521187,22.582851,21.866106,6.0555086,21.402145,4.356044,-0.0815503,0.0037288,,"[-1.043597509e-01,-1.049872805e-06,-1.009057858e-11, 1.346400288e-06, 4.879192393e-10,-2.215971204e-14,-1.137646963e-10,-2.478206552e-15, 4.745733591e-19]","2019-10-09T03:50:29 2019-10-09T03:51:30 2019-10-09T03:52:30",1.251e-06,1.612e-06,-0.013053
93000,5,93008,"1000001-JPLUS-02049-v202202_uJAVA_swp",275.4801,47.1514,3769,20.9824,0.0131,9,0.0587,0.0031,0.004,0.0,3,114.3,113.47,1.0,1.349,0.021,1.26973,1.36131,1.29749,2.51811,0.0132379,0.5556,2095415359,"cc9758382337ad201525f4f5be1a5441",1631717993,2988108080,20.783688,20.62622,21.687885,20.699404,5.7949533,20.348131,4.7057962,-0.0953842,0.00162688,,"[-2.610401742e-01, 1.494520377e-06,-1.497770631e-10, 5.540358478e-06, 1.667940857e-11,-4.112213790e-15,-3.020558445e-10,-4.351060935e-15, 1.129771987e-18]","2019-08-05T21:12:03 2019-08-05T21:13:08 2019-08-05T21:14:13",-9.7e-08,1.521e-06,-0.006175
93001,3,93008,"1000001-JPLUS-02049-v202202_iSDSS_swp",275.4801,47.1514,3769,23.2471,0.0057,9,0.1479,0.0085,0.007,0.02,6,206.88,204.65,1.0,1.118,0.035,1.07408,1.1555,1.11119,3.99854,0.0193543,0.5556,2677168890,"bfd12f30ccfbd87cd09ed993b67daffa",1585526712,2733427759,22.196651,21.870895,22.93256,21.959396,7.046657,21.54151,4.65818,-0.0919925,0.00258664,,"[-1.495735672e-01, 1.908226625e-06,-1.573452098e-10, 2.979641476e-06,-6.111589572e-10, 2.815312388e-14,-2.373322896e-10, 5.260573117e-14,-2.140686443e-18]","2019-08-05T01:41:22 2019-08-05T01:42:23 2019-08-05T01:43:24 2019-08-05T21:08:49 2019-08-05T21:09:50 2019-08-05T21:10:52",-2.06e-07,8.93e-07,-0.00333
102883,9,102887,"1000001-JPLUS-04395-v202202_J0430_swp",355.7469,33.898,5101,21.1713,0.0074,9,0.0542,0.0028,0.005,0.0,3,159.51,155.04,1.0,1.349,0.028,1.26461,1.43444,1.32948,2.93666,0.0158334,0.5556,2019310859,"74002f72b4a693de6c022a4fdb63c33f",1217904347,364842041,21.038841,20.907816,21.969482,21.033575,6.276635,20.614735,5.20677,-0.0904925,0.00226416,,"[-2.351964834e-01, 7.020942573e-06,-4.220550464e-10, 6.114938624e-06,-1.650399140e-09, 9.376066816e-14,-4.020895500e-10, 9.010462866e-14,-4.480088788e-18]","2021-08-16T23:23:56 2021-08-16T23:25:16 2021-08-16T23:26:37",1.796e-06,1.406e-06,-0.014552
102884,12,102887,"1000001-JPLUS-04395-v202202_J0861_swp",355.7469,33.898,5101,21.5831,0.0067,9,0.1368,0.0058,0.009,0.01,3,119.31,119.22,1.0,1.208,0.042,1.12485,1.38464,1.19851,3.23224,0.0107701,0.5556,2992787920,"38a2eab0b3cf32f6086933a418b4a432",208973543,4278231312,20.534224,20.2906,21.352264,20.404387,6.9876595,20.056648,4.3315167,-0.108267,0.0014968,,"[-2.122885854e-01, 8.618396541e-06,-4.250739647e-10, 8.063685297e-06,-1.373168789e-09, 6.756794454e-14,-4.888650897e-10, 9.622701175e-14,-4.140800333e-18]","2021-08-16T23:27:57 2021-08-16T23:29:04 2021-08-16T23:30:12",5.67e-07,1.742e-06,-0.011199
102885,10,102887,"1000001-JPLUS-04395-v202202_J0515_swp",355.7469,33.898,5101,21.3966,0.0066,9,0.0755,0.0044,0.007,0.01,3,135.09,134.58,1.0,1.332,0.019,1.25648,1.32838,1.25751,2.92789,0.0306381,0.5556,3237055820,"45a40a5d15517d52a5288ad193c1ecad",3732876886,1127857073,20.956398,20.764948,21.826612,20.882792,6.2980757,20.53213,4.378659,-0.0971554,0.00224144,,"[-2.159487726e-01, 3.946946734e-06,-2.846671910e-10, 5.197305966e-06,-1.038351052e-09, 3.834017145e-14,-3.447966848e-10, 7.592262447e-14,-2.745584322e-18]","2021-08-16T23:31:28 2021-08-16T23:32:41 2021-08-16T23:33:53",3.28e-07,1.223e-06,-0.007135
86378,3,86382,"1000001-JPLUS-00848-v202202_iSDSS_swp",107.4358,31.8352,1580,23.3019,0.0057,9,0.2641,0.0157,0.014,0.02,3,99.21,99.11,1.0,1.367,0.046,1.18076,1.23648,1.18374,2.28221,0.012906,0.5556,2851457157,"794ac5c6741b96691c36008e6be511d6",2904047459,1150207095,21.55248,21.295395,22.35706,21.206799,6.3640614,20.896118,4.782568,-0.142356,0.00263523,,"[-2.468664502e-01,-9.730633254e-07,-4.121582795e-11, 1.682996868e-06,-1.906498250e-10, 1.086823119e-15,-1.308839134e-10, 4.055586862e-14,-1.089998783e-18]","2021-11-13T03:19:24 2021-11-13T03:20:24 2021-11-13T03:21:24",7.91e-07,4.75e-07,-0.005955
86379,5,86382,"1000001-JPLUS-00848-v202202_uJAVA_swp",107.4358,31.8352,1580,21.0105,0.0131,9,0.0579,0.003,0.003,0.0,3,111.3,111.1,1.0,1.479,0.024,1.36283,1.51984,1.39087,2.26521,0.00634913,0.5556,525600925,"2d5da134202462a3dab62c6d28e150ee",159988423,1936451022,20.74913,20.667118,21.728785,20.672821,6.2967873,20.275383,4.6461096,-0.108889,0.0024561,,"[-3.206672707e-01, 6.576907700e-06,-4.931749351e-10, 8.232616314e-06,-9.918606747e-10, 6.965008397e-14,-4.391606523e-10, 4.106407638e-14,-2.179839630e-18]","2021-11-13T03:22:34 2021-11-13T03:23:40 2021-11-13T03:24:43",6.96e-07,2.859e-06,-0.019864
100694,12,100680,"1000001-JPLUS-03870-v202202_J0861_swp",31.184,15.7971,139,21.6423,0.0067,9,0.1282,0.005,0.011,0.01,3,118.29,118.15,1.0,0.914,0.04,0.913801,0.940231,0.932525,9.93676,0.031552,0.5556,2179862258,"3b74c914a7b76de80cbd6245404b1af5",3952594646,3499784799,20.937172,20.421095,21.482761,20.755617,6.525167,20.319725,4.54729,-0.0830973,0.00154218,,"[-1.173827395e-01,-3.986351263e-06, 1.228991085e-10,-2.434770660e-06, 1.811941194e-09,-8.732766282e-14, 8.770651610e-11,-7.253452708e-14, 3.843709842e-18]","2019-12-29T21:05:31 2019-12-29T21:06:38 2019-12-29T21:07:44",4.36e-07,1.463e-06,-0.007798
100695,4,100680,"1000001-JPLUS-03870-v202202_zSDSS_swp",31.184,15.7971,139,22.814,0.0066,9,0.3219,0.0133,0.01,0.02,3,78.39,78.36,1.0,1.001,0.035,0.963016,0.996813,0.972494,3.58542,0.0361997,0.5556,2020835367,"11e696991f252635e022cc07ece8f2d7",50433489,373922848,21.068024,20.597513,21.659178,20.773829,5.897297,20.364056,4.5221133,-0.109312,0.00225744,,"[-1.579727552e-01,-2.355643155e-06, 4.173509678e-11,-8.935674626e-08, 4.057608974e-10,-2.313562719e-14,-3.454525481e-11, 1.127698807e-15, 5.954811851e-19]","2019-12-29T21:34:31 2019-12-29T21:35:25 2019-12-29T21:36:18",1.956e-06,1.956e-06,-0.017123
100696,11,100691,"1000001-JPLUS-03871-v202202_J0660_swp",330.7248,17.1895,3154,21.1192,0.0062,9,0.0422,0.0023,0.003,0.0,3,200.4,200.13,1.0,1.258,0.019,1.17768,1.27587,1.20599,2.79764,0.00931174,0.5556,836870692,"91853f03ef5b6b02b9994edc4cf80821",3632328336,3647129307,21.351402,21.114534,22.176199,21.227816,6.36998,20.851587,4.471466,-0.107231,0.0011741,,"[-2.209888517e-01, 6.855986650e-06,-3.966714689e-10, 6.320681626e-06,-1.456766879e-09, 6.046750710e-14,-3.431946285e-10, 6.685598934e-14,-2.211395641e-18]","2019-07-29T02:03:16 2019-07-29T02:04:50 2019-07-29T02:06:24",1.57e-06,2.945e-06,-0.020319
99605,3,99611,"1000001-JPLUS-03589-v202202_iSDSS_swp",30.014,6.0505,4475,23.3604,0.0057,9,0.3119,0.018,0.013,0.02,3,92.7,92.57,1.0,1.011,0.048,0.967955,1.04448,0.997213,3.40078,0.00803579,0.5556,3981570342,"e4fa995c01b0fa1a730df4dd34bad775",1256699106,1828647055,21.617035,21.173777,22.235441,21.38773,5.616369,20.94572,4.5211496,-0.0959551,0.00172797,,"[-1.690777066e-01,-3.126427705e-06, 9.207276658e-11, 1.683601434e-06, 1.097394535e-09,-5.744845227e-14,-9.934743132e-11,-2.732106421e-14, 2.016500210e-18]","2017-11-26T19:16:06 2017-11-26T19:17:03 2017-11-26T19:18:01",1.083e-06,3.81e-07,-0.006342
99606,9,99611,"1000001-JPLUS-03589-v202202_J0430_swp",30.014,6.0505,4475,21.3206,0.0074,9,0.0706,0.0025,0.006,0.0,3,182.79,182.53,1.0,1.4,0.025,1.30335,1.46329,1.32037,2.39849,0.0106958,0.5556,541689503,"5993a497f5c8c12d3de4a1cc8a5822dc",800292446,3078039562,20.899292,20.760803,21.82247,20.777489,5.7721634,20.466814,4.3987575,-0.111514,0.0021007,,"[-2.858003981e-01, 1.127943678e-05,-7.832278366e-10, 9.668085453e-06,-3.444146152e-09, 2.254599703e-13,-5.597265716e-10, 1.722131360e-13,-9.991250325e-18]","2017-11-26T19:22:46 2017-11-26T19:24:14 2017-11-26T19:25:40",2.515e-06,1.102e-06,-0.015983
99607,5,99611,"1000001-JPLUS-03589-v202202_uJAVA_swp",30.014,6.0505,4475,20.9873,0.0131,9,0.0687,0.0035,0.007,0.0,3,140.91,140.62,1.0,1.436,0.033,1.33813,1.47877,1.37053,2.45332,0.0161594,0.5556,1728779817,"7e5e646cb4adb2450e502a301ee7cc9c",924365313,1421115677,20.58543,20.487423,21.54909,20.502354,6.0197234,20.218403,4.8079977,-0.103338,0.00452706,,"[-2.976356163e-01, 9.107857596e-06,-6.031100326e-10, 9.873910650e-06,-2.526390015e-09, 1.849557710e-13,-5.604925209e-10, 1.486572480e-13,-9.901114102e-18]","2017-11-26T19:19:07 2017-11-26T19:20:21 2017-11-26T19:21:34",1.645e-06,2.888e-06,-0.016692
99608,12,99611,"1000001-JPLUS-03589-v202202_J0861_swp",30.014,6.0505,4475,21.6447,0.0067,9,0.1583,0.0059,0.009,0.01,3,127.89,127.74,1.0,1.129,0.025,1.04361,1.21246,1.09343,2.68145,0.0142284,0.5556,1532497939,"5c53e60b717917cd95574d0e31c8c8f7",1566284997,1375297486,20.537363,20.194113,21.255777,20.318588,6.060266,19.962008,4.6020226,-0.115949,0.00167456,,"[-2.212355498e-01, 2.067378156e-06,-1.194746490e-10, 7.233232480e-06,-1.038687089e-09, 2.620189741e-14,-3.641524497e-10, 8.334711235e-14,-2.304448719e-18]","2017-11-26T19:27:16 2017-11-26T19:28:25 2017-11-26T19:29:36",2.042e-06,1.96e-07,-0.010655
101792,9,101783,"1000001-JPLUS-04238-v202202_J0430_swp",22.5565,28.3285,527,21.3776,0.0074,9,0.0595,0.0026,0.003,0.0,3,116.61,116.4,1.0,1.288,0.022,1.21668,1.32317,1.25024,2.69255,0.00711817,0.5556,793878950,"573fdf870a9ed78dcafb50268eaf3351",1348095273,2705542847,21.214268,21.016523,22.078188,21.103539,6.2666826,20.718597,4.563983,-0.0988387,0.00216038,,"[-2.263412728e-01,-9.883753697e-08,-1.171493528e-10, 1.880561009e-06, 1.678315873e-09,-7.680682871e-14,-1.738191749e-10,-6.132167087e-14, 3.479263890e-18]","2021-12-30T20:35:36 2021-12-30T20:36:42 2021-12-30T20:37:49",1.219e-06,1.183e-06,-0.011164
101793,12,101797,"1000001-JPLUS-04240-v202202_J0861_swp",25.6942,28.3285,536,21.6489,0.0067,9,0.1196,0.0054,0.009,0.01,3,120.51,120.47,1.0,0.903,0.078,0.866319,0.98104,0.898766,6.7865,0.0168599,0.5556,3698311415,"9278fd2d736f14ec23fd6f9fdb2672d8",783496879,2283511017,21.059599,20.503487,21.565153,20.74108,6.419586,20.33571,4.683816,-0.0934003,0.00220104,,"[-1.423965664e-01,-5.985849487e-06, 2.328277894e-10,-4.299674989e-06, 2.681097447e-09,-1.439269387e-13, 1.958957392e-10,-1.193117101e-13, 6.903079778e-18]","2019-12-30T19:19:11 2019-12-30T19:20:19 2019-12-30T19:21:26",8.82e-07,8.68e-07,-0.008114
95218,9,95222,"1000001-JPLUS-02517-v202202_J0430_swp",231.6192,55.5056,2844,21.3232,0.0074,9,0.0553,0.003,0.004,0.0,3,124.71,124.6,1.0,1.079,0.028,1.0635,1.12921,1.08725,4.37952,0.0182061,0.5556,1936380660,"ffcf61e6ce53e846190c7b59bdea1ecb",3073305119,3588928626,21.386406,21.037003,22.098667,21.265028,7.636985,20.947853,4.644079,-0.0701872,0.00160027,,"[-1.371069546e-01, 2.781612846e-06,-3.260013777e-10,-2.551233196e-07, 3.992665160e-10, 2.432736561e-14,-6.888529263e-11,-1.510978157e-14,-5.172898498e-19]","2017-06-27T01:27:09 2017-06-27T01:28:18 2017-06-27T01:29:27",-1.869e-06,1.681e-06,0.001198
88572,8,88573,"1000001-JPLUS-01217-v202202_J0410_swp",179.0968,36.0123,7161,21.3109,0.0075,9,0.0531,0.0025,0.003,0.0,3,118.8,118.58,1.0,0.98,0.03,0.978212,1.06717,1.00175,9.98144,0.0157196,0.5556,2079115296,"633a1877a4d956c455075aa5adb3940f",99993221,1639378610,21.521408,21.083078,22.144745,21.433527,5.5235667,20.990166,4.6271377,-0.0678635,0.00179486,,"[-1.195577547e-01,-3.161074945e-06, 3.946911263e-11,-2.996240151e-06, 2.879789972e-09,-1.201569928e-13, 1.149648248e-10,-1.370777086e-13, 6.064624272e-18]","2020-01-05T05:24:34 2020-01-05T05:25:40 2020-01-05T05:26:47",-1.5e-07,2.852e-06,-0.010514
98513,8,98515,"1000001-JPLUS-03475-v202202_J0410_swp",0.6951,1.8733,4865,21.1538,0.0075,9,0.0426,0.0019,0.004,0.0,6,430.98,429.68,1.0,1.3,0.038,1.20843,1.42829,1.20979,2.45416,0.0233012,0.5556,32113141,"d8fe00e65074469a9bbdbc1bbcccbfc5",2350795765,880806920,21.402744,21.16929,22.230957,21.188774,7.290971,20.905704,5.2503304,-0.0981568,0.0020208,,"[-2.475645007e-01, 5.871185849e-06,-6.415040159e-10, 4.023753827e-06,-7.431797399e-10, 1.272377004e-13,-2.205589519e-10, 3.275201997e-14,-4.751551792e-18]","2017-07-31T03:07:24 2017-07-31T03:08:37 2017-07-31T03:09:48 2017-08-14T01:05:53 2017-08-14T01:08:02 2017-08-14T01:10:11",2.46e-07,3.144e-06,-0.016476
99609,10,99611,"1000001-JPLUS-03589-v202202_J0515_swp",30.014,6.0505,4475,21.5475,0.0066,9,0.0805,0.0033,0.006,0.01,3,156.81,156.32,1.0,1.377,0.044,1.24591,1.41967,1.24597,2.3088,0.0176996,0.5556,369797106,"d7bb13e87725693315e84af532cad90a",3576913890,684841186,21.042784,20.841326,21.90299,20.887304,5.6505,20.573116,4.880841,-0.120194,0.00163454,,"[-2.692973300e-01,-1.144834391e-07,-1.539144467e-10, 6.036686893e-06,-8.079625730e-11, 2.593822540e-15,-3.117222343e-10, 3.223376323e-14,-5.716374709e-19]","2017-11-26T19:30:49 2017-11-26T19:32:08 2017-11-26T19:33:26",6.78e-07,1.64e-07,-0.004076
102886,8,102887,"1000001-JPLUS-04395-v202202_J0410_swp",355.7469,33.898,5101,21.0892,0.0075,9,0.0477,0.0027,0.003,0.0,3,156.39,155.71,1.0,1.382,0.026,1.29234,1.40654,1.33597,2.70743,0.014659,0.5556,1973171537,"4dd697bafee7774199197570aa303674",384008053,890539098,21.086256,20.96052,22.022184,21.028732,6.544916,20.670082,4.904975,-0.0933594,0.00251768,,"[-2.501222178e-01, 7.613080014e-06,-4.813936432e-10, 6.768380111e-06,-2.088333932e-09, 1.122073556e-13,-3.809224338e-10, 9.076260331e-14,-4.530201611e-18]","2021-08-16T23:35:05 2021-08-16T23:36:25 2021-08-16T23:37:45",7.4e-08,1.791e-06,-0.009557
87480,3,87481,"1000001-JPLUS-01007-v202202_iSDSS_swp",186.6046,33.2276,7133,23.4226,0.0057,9,0.2053,0.0104,0.008,0.01,3,105.99,105.87,1.0,1.153,0.027,1.09874,1.17543,1.13088,3.34782,0.00785516,0.5556,1814400255,"f8a6129316ca26e8aa3457fca8ac4e86",911067585,629076008,21.99353,21.686842,22.748508,21.8752,6.0512934,21.468866,4.658358,-0.0983628,0.00198499,,"[-1.627423785e-01, 8.029479122e-07,-1.371641717e-10, 2.203368740e-06,-1.708210979e-10, 1.748430161e-14,-1.929072006e-10, 2.797006778e-14,-1.329528636e-18]","2019-03-27T01:07:00 2019-03-27T01:08:02 2019-03-27T01:09:05",6.82e-07,7.97e-07,-0.006613
95219,12,95222,"1000001-JPLUS-02517-v202202_J0861_swp",231.6192,55.5056,2844,21.6164,0.0067,9,0.1668,0.0061,0.01,0.01,3,117.51,117.43,1.0,0.951,0.034,0.959321,0.998291,0.991552,9.59574,0.0266079,0.5556,4135433587,"2ed1a0f8af7c9684a01fc32c78a0298b",1462238615,401235127,20.553764,20.104324,21.16599,20.495516,4.7237086,19.999733,4.219401,-0.0773085,0.00236202,,"[-1.129112796e-01,-3.830296049e-06, 1.323631998e-10,-1.210239492e-06, 1.390656347e-09,-6.851361975e-14,-3.456362903e-11,-3.399206069e-14, 2.337432063e-18]","2017-06-27T01:30:52 2017-06-27T01:32:00 2017-06-27T01:33:07",-1.471e-06,7.95e-07,0.002982
98514,10,98515,"1000001-JPLUS-03475-v202202_J0515_swp",0.6951,1.8733,4865,21.4609,0.0066,9,0.0494,0.0019,0.004,0.0,6,428.31,425.55,1.0,1.307,0.065,1.13747,1.35608,1.18513,2.44466,0.0304437,0.5556,1025205809,"aa7dfabd333d145198c5457dc3ef5d10",3987676691,3326370315,21.54631,21.290497,22.352163,21.326727,6.1261697,20.982147,4.2754087,-0.10191,0.00234392,,"[-2.213612955e-01, 9.619463557e-07,-3.413032829e-10, 3.531951955e-06,-9.233473521e-10, 8.742564587e-14,-2.556094102e-10, 6.717498390e-14,-4.384875820e-18]","2017-07-31T03:04:02 2017-07-31T03:05:10 2017-07-31T03:06:14 2017-08-14T00:59:06 2017-08-14T01:01:21 2017-08-14T01:03:34",-8.09e-07,1.726e-06,-0.005417
86380,8,86382,"1000001-JPLUS-00848-v202202_J0410_swp",107.4358,31.8352,1580,21.1955,0.0075,9,0.0584,0.0034,0.004,0.0,3,118.8,118.61,1.0,1.467,0.023,1.33789,1.46433,1.35672,2.19736,0.0180807,0.5556,3357294938,"04caf634d4f047dbb730c8f710928473",1455998326,3926050886,20.949785,20.840782,21.902449,20.848099,6.5193176,20.451881,5.0261745,-0.121382,0.00197173,,"[-3.013210877e-01, 1.732607632e-06,-2.575946424e-10, 2.882945191e-06, 1.767662595e-10, 1.509954880e-14,-2.404095214e-10, 1.853593681e-14,-1.283489938e-18]","2021-11-13T03:35:47 2021-11-13T03:36:54 2021-11-13T03:38:00",1.136e-06,1.704e-06,-0.013738
101794,10,101797,"1000001-JPLUS-04240-v202202_J0515_swp",25.6942,28.3285,536,21.5642,0.0066,9,0.063,0.0029,0.006,0.0,3,123.09,122.94,1.0,1.014,0.046,0.978862,1.06569,0.980267,2.86792,0.00438413,0.5556,1397083884,"b91850868d66bbd93c5f1aa37faaa86e",2692298343,2487658623,21.588331,21.126463,22.18813,21.308016,6.0944915,20.954334,5.240799,-0.0917922,0.00186867,,"[-1.694800776e-01,-3.362809313e-06, 1.998546377e-11, 7.252183950e-08, 2.067784018e-09,-1.018002855e-13,-5.673698720e-11,-7.666642882e-14, 4.362844806e-18]","2019-12-30T19:22:42 2019-12-30T19:23:51 2019-12-30T19:24:59",-1.09e-06,1.415e-06,-0.000986
99610,6,99611,"1000001-JPLUS-03589-v202202_J0378_swp",30.014,6.0505,4475,20.4497,0.012,9,0.0412,0.0018,0.004,0.0,3,217.8,217.49,1.0,1.568,0.053,1.37635,1.63677,1.39864,2.01386,0.0174085,0.5556,1222222720,"6f782896647d64cef61d42c2ccff3694",1036916799,3339464864,20.575535,20.499573,21.561237,20.422548,6.3170714,20.12871,4.459499,-0.140994,0.0048491,,"[-3.571753496e-01, 1.442635437e-06,-1.139813159e-10, 3.970966948e-06, 2.632336480e-09,-1.838847406e-13,-1.585046478e-10,-1.523976566e-13, 1.132208592e-17]","2017-11-26T19:42:02 2017-11-26T19:43:41 2017-11-26T19:45:20",2.574e-06,3.247e-06,-0.024682
102887,1,102887,"1000001-JPLUS-04395-v202202_rSDSS_swp",355.7469,33.898,5101,23.5231,0.0056,9,0.1901,0.0107,0.013,0.02,3,88.29,87.98,1.0,1.493,0.039,1.35998,1.65025,1.44804,2.9947,0.0136175,0.5556,4167347021,"969e3b2e8989c283d3ca0d26a52ecc02",929083799,558839547,21.918636,21.88036,22.942026,21.836485,6.4236703,21.487005,4.4071097,-0.113897,0.00269986,-0.113897 -0.10787 -0.115908 -0.110962 -0.0973021 -0.101797 -0.0989805 -0.0933594 -0.0904925 -0.0971554 -0.100164 -0.108267,"[-2.822746311e-01, 1.551914050e-05,-8.395207415e-10, 1.061931098e-05,-2.487773878e-09, 1.285420559e-13,-6.959529609e-10, 1.534180340e-13,-7.233163466e-18]","2021-08-16T23:39:08 2021-08-16T23:40:07 2021-08-16T23:41:03",-1.786e-06,1.219e-06,0.001923
99612,11,99611,"1000001-JPLUS-03589-v202202_J0660_swp",30.014,6.0505,4475,21.1104,0.0062,9,0.0467,0.0021,0.004,0.0,3,303.09,302.83,1.0,1.15,0.047,1.04238,1.13965,1.0704,2.57946,0.0130235,0.5556,1354470046,"e08ab324675466f936190f6abe85a25b",3448673765,2964123501,21.357885,20.991524,22.053188,21.14532,5.815735,20.773632,4.2161503,-0.111345,0.00133589,,"[-2.027295872e-01,-1.567803132e-06,-1.402338297e-11, 2.555741769e-06, 7.348878663e-10,-6.025204184e-14,-1.636258711e-10,-1.217297201e-14, 2.704272175e-18]","2017-11-26T19:47:07 2017-11-26T19:49:14 2017-11-26T19:51:21",3.147e-06,1.681e-06,-0.02174
99613,2,99611,"1000001-JPLUS-03589-v202202_gSDSS_swp",30.014,6.0505,4475,23.5769,0.006,9,0.2906,0.0111,0.018,0.02,3,71.61,71.6,1.0,1.258,0.03,1.13456,1.26817,1.14608,2.60308,0.0397169,0.5556,818290980,"3c6531302e0729d44b6c16ce894da33f",2647479034,2873607009,21.777767,21.485577,22.547241,21.619837,5.5155706,21.226713,5.1076756,-0.104843,0.00204516,,"[-2.255974833e-01, 2.064155823e-06,-2.432606543e-10, 4.723244795e-06, 1.716488057e-10,-7.781340460e-15,-2.423722204e-10, 1.566279358e-14,-1.153716496e-20]","2017-11-26T19:53:31 2017-11-26T19:54:22 2017-11-26T19:55:12",2.851e-06,1.16e-07,-0.014065
